iter	RMSE
185	0.01625155677
186	0.01623993182
187	0.01622913245
188	0.01621879281
189	0.01620459697
190	0.01619531726
191	0.01618397375
192	0.01617219946
193	0.01616107433
194	0.01615024322
195	0.01614050657
196	0.01612627479
197	0.01611821936
198	0.01610786515
199	0.01609599015
200	0.01608526283
201	0.01607379791
202	0.0160594035
203	0.01604932525
204	0.01604205574
205	0.01603285684
206	0.01602241129
207	0.01601228433
208	0.01600267741
209	0.01598856997
210	0.01597801891
211	0.01596596774
212	0.01595361159
213	0.01594683734
214	0.0159385324
215	0.01592724385
216	0.01591507885
217	0.01590481698
218	0.01589610291
219	0.01588693233
220	0.01588020294
221	0.0158682732
222	0.0158607695
223	0.01585245665
224	0.015844498
225	0.015836336
226	0.01582858545
227	0.01582131348
228	0.01580763826
229	0.01579689222
230	0.01578925827
231	0.01578005213
232	0.01577276845
233	0.01576276502
234	0.01574747746
235	0.01573600212
236	0.01573114428
237	0.01572327559
238	0.01571636474
239	0.01570376159
240	0.01569278571
241	0.01568354773
242	0.01567388181
243	0.01566513408
244	0.01565737689
245	0.01565005988
246	0.01563960462
247	0.01562997431
248	0.01562384188
249	0.01561423713
250	0.01560251065
251	0.0155942789
252	0.01558539007
253	0.01557718176
254	0.01556855349
255	0.01555862563
256	0.01554643832
257	0.01553588303
258	0.01552521066
259	0.01551718803
260	0.01551144476
261	0.01550109442
262	0.01549115227
263	0.01548271172
264	0.01547590839
265	0.01546660306
266	0.01545996221
267	0.01545323327
268	0.01544618912
269	0.01543467797
270	0.01542889591
271	0.0154175356
272	0.01540950117
273	0.01539811067
274	0.01539130109
275	0.015381217
276	0.01537401517
277	0.01536549584
278	0.01535567963
279	0.01534526306
280	0.01533855886
281	0.0153299274
282	0.01531976299
283	0.01531294678
284	0.01530383324
285	0.01529270146
286	0.01528412457
287	0.01527782535
288	0.0152716847
289	0.01526366792
290	0.01525387247
291	0.01524370618
292	0.01523734921
293	0.01523115967
294	0.01522246944
295	0.0152152654
296	0.01520529481
297	0.0151964505
298	0.01518993345
299	0.01518394864
300	0.01517477756
301	0.01516773486
302	0.01516076903
303	0.01515256292
304	0.01514397059
305	0.01513786406
306	0.01513008016
307	0.01512060679
308	0.01511389518
309	0.0151036766
310	0.01509635221
311	0.0150863763
312	0.01507469286
313	0.01506881092
314	0.01506159255
315	0.01505422451
316	0.01504660574
317	0.01503937909
318	0.01503007383
319	0.01502192342
320	0.01501568553
321	0.01501047845
322	0.01500351966
323	0.01499676754
324	0.0149924259
325	0.01498533896
326	0.01497834429
327	0.01497023259
328	0.01496363037
329	0.01495757258
330	0.01495127364
331	0.01494216616
332	0.01493427714
333	0.01492789686
334	0.01492243139
335	0.01491714023
336	0.01490970141
337	0.01490486953
338	0.01489892934
339	0.01489317629
340	0.01488468628
341	0.01487856197
342	0.01487007966
343	0.01486406165
344	0.01485877923
345	0.01485322522
346	0.01484174758
347	0.01483642366
348	0.0148288063
349	0.01482276211
350	0.01481780702
351	0.01481267856
352	0.01480597945
353	0.01479776489
354	0.01479234254
355	0.01478466491
356	0.01477762435
357	0.01477285655
358	0.01476885969
359	0.01476438759
360	0.01475921606
361	0.0147533783
362	0.01474742144
363	0.01474066813
364	0.01473456997
365	0.01472830956
366	0.01472279603
367	0.01471593129
368	0.0147114195
369	0.01470622912
370	0.01470101642
371	0.01469486922
372	0.01469214345
373	0.01468697809
374	0.01468065233
375	0.01467583216
376	0.01467102716
377	0.01466441004
378	0.01465941793
379	0.01465041614
380	0.0146401582
381	0.01463468444
382	0.01462863008
383	0.01462404815
384	0.01461847307
385	0.0146109827
386	0.0146050399
387	0.014595202
388	0.01459039291
389	0.01458473389
390	0.01457929865
391	0.01457279223
392	0.01456562672
393	0.01455964475
394	0.01455472972
395	0.0145498987
396	0.01454453768
397	0.01453944242
398	0.01453318731
399	0.01452925608
400	0.01452291356
401	0.01451886086
402	0.01451393027
403	0.01450844894
404	0.01450368359
405	0.0144953275
406	0.01449066888
407	0.01448668237
408	0.01447859661
409	0.01447325049
410	0.01446561092
411	0.01446143047
412	0.0144578199
413	0.01445409502
414	0.01444398683
415	0.01444001677
416	0.01443254933
417	0.01442689186
418	0.01442158914
419	0.01441229724
420	0.014402402
421	0.01439799771
422	0.01439298833
423	0.01438812977
424	0.01438273031
425	0.01437873297
426	0.01437434525
427	0.01436862605
428	0.0143613049
429	0.01435768979
430	0.01435331884
431	0.0143482823
432	0.01434195819
433	0.01433712783
434	0.01433305912
435	0.01432772433
436	0.01431906624
437	0.01431492147
438	0.0143112738
439	0.01430621871
440	0.01430021676
441	0.01429645884
442	0.01428905632
443	0.01428183766
444	0.01427664917
445	0.0142692043
446	0.01426269636
447	0.0142582161
448	0.01425514853
449	0.01424825472
450	0.01424200779
451	0.01423666637
452	0.0142303678
453	0.01422627132
454	0.01421860681
455	0.0142139516
456	0.01420878531
457	0.01420489775
458	0.01419917941
459	0.01419507985
460	0.01419108115
461	0.01418896087
462	0.01418426747
463	0.01417912506
464	0.01417262834
465	0.01416782269
466	0.01416342606
467	0.01415792498
468	0.01415207819
469	0.01414750663
470	0.01414428442
471	0.01413925737
472	0.01413443457
473	0.01412747105
474	0.01412318415
475	0.01411917632
476	0.01411168347
477	0.01410769783
478	0.01410411376
479	0.01409973453
480	0.01409510294
481	0.01409145356
482	0.01408741687
483	0.01408279435
484	0.01407891096
485	0.01407429955
486	0.0140710208
487	0.01406674252
488	0.01406283686
489	0.01405751462
490	0.01405161505
491	0.01404795285
492	0.01404223663
493	0.01403734321
494	0.01403263541
495	0.01402659535
496	0.01402399447
497	0.01402041935
498	0.01401428317
499	0.01400781191
500	0.01400362808
501	0.01399785986
502	0.01399401267
503	0.01399050237
504	0.01398671142
505	0.01398253234
506	0.01397736367
507	0.01397381951
508	0.01396838106
509	0.01396426261
510	0.01395995648
511	0.01395541188
512	0.01395156422
513	0.01394739675
514	0.01394202131
515	0.01393807837
516	0.01393379161
517	0.01393006494
518	0.0139257178
519	0.01392310883
520	0.01391960662
521	0.01391500311
522	0.01391042475
523	0.01390598651
524	0.01390137597
525	0.0138971978
526	0.01389345617
527	0.01388951506
528	0.01388042247
529	0.01387685665
530	0.01387298756
531	0.01386816543
532	0.01386291247
533	0.01385806526
534	0.01385373538
535	0.01384993054
536	0.01384609459
537	0.01384196833
538	0.01383740282
539	0.01383205805
540	0.01382763459
541	0.01382352831
542	0.01381916667
543	0.01381504724
544	0.01381117776
545	0.01380810287
546	0.01380446221
547	0.01379772068
548	0.01379213551
549	0.01378674588
550	0.01378306375
551	0.01378019865
552	0.01377551667
553	0.01377218243
554	0.01376891333
555	0.01376535155
556	0.01376221383
557	0.01375880684
558	0.01375538939
559	0.01374954077
560	0.01374497246
561	0.01374151455
562	0.01373902211
563	0.01373152078
564	0.01372574059
565	0.01371975695
566	0.01371736098
567	0.01371312678
568	0.01371007888
569	0.01370623439
570	0.0137017863
571	0.01369586251
572	0.01369233632
573	0.01368868146
574	0.01368518413
575	0.01368183211
576	0.01367799057
577	0.01367213635
578	0.01366818075
579	0.01366407693
580	0.01365955966
581	0.01365600187
582	0.01365265077
583	0.01364927138
584	0.01364351378
585	0.01363843417
586	0.01363370714
587	0.01363005871
588	0.01362502242
589	0.01361887811
590	0.01361505958
591	0.01361175297
592	0.0136057339
593	0.01360096801
594	0.01359643132
595	0.0135920587
596	0.01358906763
597	0.01358636723
598	0.01358148368
599	0.01357758145
600	0.01357143844
601	0.01356666343
602	0.01356327703
603	0.01356024366
604	0.01355722025
605	0.01355289248
606	0.01354957877
607	0.01354626198
608	0.01354129258
609	0.01353786203
610	0.01353078853
611	0.01352599211
612	0.0135223265
613	0.01351920932
614	0.013512678
615	0.01350920985
616	0.01350284985
617	0.01349878287
618	0.01349431315
619	0.01349174302
620	0.01348634196
621	0.01348312419
622	0.01347715829
623	0.01347357872
624	0.01346990447
625	0.01346672407
626	0.01346140226
627	0.01345823203
628	0.01345497659
629	0.01345023052
630	0.01344633992
631	0.01344217701
632	0.01343670741
633	0.01343254915
634	0.01343010086
635	0.01342576232
636	0.01342333425
637	0.01342077671
638	0.01341785133
639	0.01341539096
640	0.01341150894
641	0.01340819255
642	0.01340416275
643	0.01340165171
644	0.01339809537
645	0.01339513228
646	0.01339196233
647	0.01338882458
648	0.0133848914
649	0.01338211012
650	0.01338044975
651	0.01337768688
652	0.01337494028
653	0.01337025469
654	0.01336718508
655	0.0133612166
656	0.01335709891
657	0.01335345771
658	0.01334915129
659	0.01334590469
660	0.01334015245
661	0.01333747627
662	0.0133347588
663	0.01333133728
664	0.01332879539
665	0.01332279255
666	0.01331850069
667	0.01331378488
668	0.01330987137
669	0.01330715482
670	0.013302929
671	0.01330015049
672	0.01329473858
673	0.01329029934
674	0.01328708042
675	0.01328438672
676	0.01328038141
677	0.01327659343
678	0.01327446367
679	0.01326953642
680	0.01326749123
681	0.01326383181
682	0.01325868874
683	0.01325594511
684	0.01325107503
685	0.01324537535
686	0.01324266744
687	0.01324012048
688	0.01323680216
689	0.01323364253
690	0.01323036749
691	0.01322690157
692	0.01322479754
693	0.01322172872
694	0.01321878129
695	0.01321554437
696	0.01321391679
697	0.01320862685
698	0.01320533025
699	0.01320237279
700	0.01319839794
701	0.01319418844
702	0.01319118254
703	0.0131882052
704	0.01318381441
705	0.01318064301
706	0.01317801191
707	0.01317479068
708	0.01317067741
709	0.01316741696
710	0.01316322707
711	0.01315847883
712	0.01315406713
713	0.01315057584
714	0.01314438855
715	0.01313978865
716	0.01313776031
717	0.0131341322
718	0.01313140016
719	0.0131290576
720	0.01312618326
721	0.01312072154
722	0.01311669375
723	0.01311397934
724	0.01311000213
725	0.01310756627
726	0.01310352642
727	0.01310089248
728	0.01309776325
729	0.01309382166
730	0.01309026975
731	0.01308730512
732	0.01308462324
733	0.01308184386
734	0.01307740811
735	0.01307444285
736	0.01307010502
737	0.01306575394
738	0.01306289755
739	0.01305954427
740	0.01305749505
741	0.01305519062
742	0.0130521343
743	0.01304974843
744	0.01304554185
745	0.01304242834
746	0.01303783565
747	0.01303545525
748	0.01303087861
749	0.01302651613
750	0.01302395667
751	0.01301708735
752	0.01301432702
753	0.01301042629
754	0.01300781076
755	0.01300551822
756	0.01300204499
757	0.01299753984
758	0.01299422069
759	0.01299169064
760	0.01298701232
761	0.01298254042
762	0.01297914989
763	0.01297714373
764	0.01297186767
765	0.01296848229
766	0.01296352924
767	0.01295807793
768	0.01295398686
769	0.01295123742
770	0.01294788718
771	0.01294489638
772	0.01293848707
773	0.01293583325
774	0.01293308523
775	0.0129302036
776	0.01292611364
777	0.01292425229
778	0.01292126491
779	0.01291780489
780	0.01291586037
781	0.0129136761
782	0.0129093344
783	0.01290417737
784	0.01290001294
785	0.01289761067
786	0.01289356487
787	0.01288888072
788	0.01288667232
789	0.01288298727
790	0.01288106154
791	0.01287787706
792	0.01287389821
793	0.01287113667
794	0.01286712337
795	0.01286461191
796	0.01285960646
797	0.01285696779
798	0.01285375975
799	0.01285057111
800	0.01284669615
801	0.01284388671
802	0.01283994578
803	0.01283745002
804	0.01283506571
805	0.01283176871
806	0.01282830638
807	0.01282545061
808	0.01282260123
809	0.0128176037
810	0.01281495934
811	0.01281221838
812	0.01280878507
813	0.01280608647
814	0.01280315993
815	0.01279934641
816	0.01279659434
817	0.01279353571
818	0.01279096844
819	0.0127887026
820	0.01278586686
821	0.0127835795
822	0.01277988998
823	0.01277685422
824	0.01277473433
825	0.01277148206
826	0.01276796237
827	0.01276580241
828	0.01276217492
829	0.01275824578
830	0.01275452821
831	0.01275192087
832	0.01274984047
833	0.01274753088
834	0.01274400527
835	0.0127407419
836	0.01273579605
837	0.01273334028
838	0.01273010429
839	0.01272667139
840	0.01272478274
841	0.01272126509
842	0.01271911414
843	0.01271595361
844	0.01271315297
845	0.01271019182
846	0.01270696714
847	0.01270304614
848	0.01270041685
849	0.01269866245
850	0.01269457033
851	0.01269090692
852	0.01268823365
853	0.01268554932
854	0.01268253361
855	0.01267980002
856	0.01267660697
857	0.01267339077
858	0.01267103385
859	0.01266825822
860	0.01266367421
861	0.01266026774
862	0.0126571969
863	0.01265412508
864	0.01265166972
865	0.01264924027
866	0.01264571171
867	0.01264284516
868	0.01263925257
869	0.01263540632
870	0.01263187728
871	0.01262812407
872	0.0126253418
873	0.01262209032
874	0.01262005
875	0.01261753877
876	0.01261479987
877	0.01261051829
878	0.0126078964
879	0.01260548756
880	0.01260370824
881	0.01259987264
882	0.01259792142
883	0.01259524134
884	0.01259325076
885	0.01259096224
886	0.01258686328
887	0.01258444276
888	0.01258218062
889	0.0125803023
890	0.01257725421
891	0.01257277517
892	0.01256960105
893	0.01256712534
894	0.01256527185
895	0.01256282215
896	0.01255909279
897	0.01255709306
898	0.01255487253
899	0.01255046525
900	0.01254815889
901	0.01254570931
902	0.01254331757
903	0.01254081666
904	0.01253788921
905	0.01253623741
906	0.01253386217
907	0.0125311661
908	0.01252888487
909	0.0125251219
910	0.0125221124
911	0.01251765113
912	0.01251601119
913	0.01251349767
914	0.01251089731
915	0.01250750369
916	0.01250515397
917	0.01250237922
918	0.01249834753
919	0.0124956809
920	0.01249409439
921	0.01249204295
922	0.01248880257
923	0.01248628849
924	0.01248362698
925	0.01248140221
926	0.01247864894
927	0.01247716588
928	0.012474411
929	0.01247165065
930	0.01246849266
931	0.01246681542
932	0.0124631517
933	0.01245969735
934	0.01245686652
935	0.01245352006
936	0.01245202974
937	0.01244871435
938	0.01244612603
939	0.01244357027
940	0.01244073898
941	0.01243784687
942	0.01243511929
943	0.01243163332
944	0.01242952836
945	0.01242789752
946	0.01242557247
947	0.01242308681
948	0.01242079938
949	0.01241817791
950	0.01241649202
951	0.0124124436
952	0.01241067009
953	0.0124080509
954	0.01240435746
955	0.01240160801
956	0.01239937069
957	0.01239596403
958	0.01239378665
959	0.01239149289
960	0.01238872848
961	0.01238506665
962	0.01238270599
963	0.01238070683
964	0.01237757547
965	0.01237587385
966	0.01237389505
967	0.0123705825
968	0.01236734093
969	0.01236534719
970	0.01236268803
971	0.01235914233
972	0.01235705276
973	0.01235368027
974	0.01235030664
975	0.01234771456
976	0.01234532535
977	0.01234346551
978	0.01234171183
979	0.01233818423
980	0.01233541822
981	0.01233306598
982	0.01233103739
983	0.01232926924
984	0.01232665145
985	0.012324509
986	0.01232267342
987	0.01231907469
988	0.01231633111
989	0.01231324767
990	0.01230999813
991	0.01230701894
992	0.01230505516
993	0.01230157979
994	0.01229982018
995	0.01229597208
996	0.0122923415
997	0.01228927172
998	0.01228477682
999	0.01228197027
